chapter,method,turn_id,text,speaker,character
47,chapter_all_gpt-4o-mini_individual,35,"And now here’s Mr. Bennet gone away, and I know he will fight Wickham, wherever he meets him, and then he will be killed, and what is to become of us all?",Mrs. Bennet,Wickham
47,chapter_all_gpt-4o-mini_individual,35,"The Collinses will turn us out, before he is cold in his grave; and if you are not kind to us, brother, I do not know what we shall do.",Mrs. Bennet,Mr. Bennet
47,chapter_all_gpt-4o-mini_individual,35,"The Collinses will turn us out, before he is cold in his grave; and if you are not kind to us, brother, I do not know what we shall do.",Mrs. Bennet,Mr. Gardiner
47,chapter_all_gpt-4o-mini_individual,37,It is not quite a week since they left Brighton.,Mr. Gardiner,Wickham
47,chapter_all_gpt-4o-mini_individual,37,"As soon as I get to town, I shall go to my brother, and make him come home with me to Gracechurch Street, and then we may consult together as to what is to be done.",Mr. Gardiner,Mr. Bennet
47,chapter_all_gpt-4o-mini_individual,38,"Oh, my dear brother,",Mrs. Bennet,Mr. Gardiner
47,chapter_all_gpt-4o-mini_individual,39,"And now do, when you get to town, find them out, wherever they may be; and if they are not married already, _make_ them marry.",Mrs. Bennet,Mr. Gardiner
47,chapter_all_gpt-4o-mini_individual,39,"And as for wedding clothes, do not let them wait for that, but tell Lydia she shall have as much money as she chooses to buy them, after they are married.",Mrs. Bennet,Lydia
47,chapter_all_gpt-4o-mini_individual,39,"And, above all things, keep Mr. Bennet from fighting.",Mrs. Bennet,Mr. Bennet
47,chapter_all_gpt-4o-mini_individual,39,"And tell my dear Lydia not to give any directions about her clothes till she has seen me, for she does not know which are the best warehouses.",Mrs. Bennet,Lydia
47,chapter_all_gpt-4o-mini_individual,39,"Oh, brother, how kind you are!",Mrs. Bennet,Mr. Gardiner
47,chapter_all_gpt-4o-mini_individual,39,I know you will contrive it all.,Mrs. Bennet,Mr. Gardiner
47,chapter_all_gpt-4o-mini_individual,40,"But we must stem the tide of malice, and pour into the wounded bosoms of each other the balm of sisterly consolation.",Mary,Elizabeth
47,chapter_all_gpt-4o-mini_individual,41,"Unhappy as the event must be for Lydia, we may draw from it this useful lesson:--that loss of virtue in a female is irretrievable, that one false step involves her in endless ruin, that her reputation is no less brittle than it is beautiful, and that she cannot be too much guarded in her behaviour towards the undeserving of the other sex.",Mary,Lydia
47,chapter_all_gpt-4o-mini_individual,41,"Unhappy as the event must be for Lydia, we may draw from it this useful lesson:--that loss of virtue in a female is irretrievable, that one false step involves her in endless ruin, that her reputation is no less brittle than it is beautiful, and that she cannot be too much guarded in her behaviour towards the undeserving of the other sex.",Mary,Wickham
47,chapter_all_gpt-4o-mini_individual,42,What did Colonel Forster say?,Elizabeth,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,42,Had they no apprehension of anything before the elopement took place?,Elizabeth,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,42,They must have seen them together for ever.,Elizabeth,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,43,"Colonel Forster did own that he had often suspected some partiality, especially on Lydia’s side, but nothing to give him any alarm.",Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,43,"Colonel Forster did own that he had often suspected some partiality, especially on Lydia’s side, but nothing to give him any alarm.",Jane,Lydia
47,chapter_all_gpt-4o-mini_individual,43,I am so grieved for him.,Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,43,His behaviour was attentive and kind to the utmost.,Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,43,"He _was_ coming to us, in order to assure us of his concern, before he had any idea of their not being gone to Scotland: when that apprehension first got abroad, it hastened his journey.",Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,44,And was Denny convinced that Wickham would not marry?,Jane,Wickham
47,chapter_all_gpt-4o-mini_individual,44,Did he know of their intending to go off?,Jane,Mr. Denny
47,chapter_all_gpt-4o-mini_individual,44,Had Colonel Forster seen Denny himself?,Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,44,Had Colonel Forster seen Denny himself?,Jane,Mr. Denny
47,chapter_all_gpt-4o-mini_individual,45,"Yes; but when questioned by _him_, Denny denied knowing anything of their plan, and would not give his real opinion about it.",Jane,Mr. Denny
47,chapter_all_gpt-4o-mini_individual,45,"He did not repeat his persuasion of their not marrying, and from _that_ I am inclined to hope he might have been misunderstood before.",Jane,Mr. Denny
47,chapter_all_gpt-4o-mini_individual,45,"He did not repeat his persuasion of their not marrying, and from _that_ I am inclined to hope he might have been misunderstood before.",Jane,Wickham
47,chapter_all_gpt-4o-mini_individual,46,"And till Colonel Forster came himself, not one of you entertained a doubt, I suppose, of their being really married?",Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,47,How was it possible that such an idea should enter our brains?,Jane,Wickham
47,chapter_all_gpt-4o-mini_individual,47,"I felt a little uneasy--a little fearful of my sister’s happiness with him in marriage, because I knew that his conduct had not been always quite right.",Jane,Wickham
47,chapter_all_gpt-4o-mini_individual,47,"I felt a little uneasy--a little fearful of my sister’s happiness with him in marriage, because I knew that his conduct had not been always quite right.",Jane,Lydia
47,chapter_all_gpt-4o-mini_individual,47,My father and mother knew nothing of that; they only felt how imprudent a match it must be.,Jane,Mr. Bennet
47,chapter_all_gpt-4o-mini_individual,47,My father and mother knew nothing of that; they only felt how imprudent a match it must be.,Jane,Mrs. Bennet
47,chapter_all_gpt-4o-mini_individual,47,"Kitty then owned, with a very natural triumph on knowing more than the rest of us, that in Lydia’s last letter she had prepared her for such a step.",Jane,Kitty
47,chapter_all_gpt-4o-mini_individual,47,"Kitty then owned, with a very natural triumph on knowing more than the rest of us, that in Lydia’s last letter she had prepared her for such a step.",Jane,Lydia
47,chapter_all_gpt-4o-mini_individual,48,But not before they went to Brighton?,Jane,Wickham
47,chapter_all_gpt-4o-mini_individual,48,But not before they went to Brighton?,Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,50,And did Colonel Forster appear to think ill of Wickham himself?,Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,50,And did Colonel Forster appear to think ill of Wickham himself?,Jane,Wickham
47,chapter_all_gpt-4o-mini_individual,50,Does he know his real character?,Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,50,Does he know his real character?,Jane,Wickham
47,chapter_all_gpt-4o-mini_individual,51,I must confess that he did not speak so well of Wickham as he formerly did.,Jane,Wickham
47,chapter_all_gpt-4o-mini_individual,51,"He believed him to be imprudent and extravagant; and since this sad affair has taken place, it is said that he left Meryton greatly in debt: but I hope this may be false.",Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,51,"He believed him to be imprudent and extravagant; and since this sad affair has taken place, it is said that he left Meryton greatly in debt: but I hope this may be false.",Jane,Wickham
47,chapter_all_gpt-4o-mini_individual,52,"Oh, Jane, had we been less secret, had we told what we knew of him, this could not have happened!",Elizabeth,Jane
47,chapter_all_gpt-4o-mini_individual,52,"Oh, Jane, had we been less secret, had we told what we knew of him, this could not have happened!",Elizabeth,Wickham
47,chapter_all_gpt-4o-mini_individual,56,Could Colonel Forster repeat the particulars of Lydia’s note to his wife?,Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,56,Could Colonel Forster repeat the particulars of Lydia’s note to his wife?,Jane,Lydia
47,chapter_all_gpt-4o-mini_individual,56,Could Colonel Forster repeat the particulars of Lydia’s note to his wife?,Jane,Mrs. Forster
47,chapter_all_gpt-4o-mini_individual,57,He brought it with him for us to see.,Jane,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,59,"I am going to Gretna Green, and if you cannot guess with      who, I shall think you a simpleton, for there is but one man in the      world I love, and he is an angel.",Lydia,Wickham
47,chapter_all_gpt-4o-mini_individual,59,"I should never be happy without      him, so think it no harm to be off.",Lydia,Wickham
47,chapter_all_gpt-4o-mini_individual,59,"You need not send them word at      Longbourn of my going, if you do not like it, for it will make the      surprise the greater when I write to them, and sign my name Lydia      Wickham.",Lydia,Lydia
47,chapter_all_gpt-4o-mini_individual,59,"You need not send them word at      Longbourn of my going, if you do not like it, for it will make the      surprise the greater when I write to them, and sign my name Lydia      Wickham.",Lydia,Wickham
47,chapter_all_gpt-4o-mini_individual,59,"Tell him I hope he will      excuse me when he knows all, and tell him I will dance with him at      the next ball we meet with great pleasure.",Lydia,Mr. Denny
47,chapter_all_gpt-4o-mini_individual,59,Give my love to Colonel Forster.,Lydia,Colonel Forster
47,chapter_all_gpt-4o-mini_individual,59,I hope you will      drink to our good journey.,Lydia,Kitty
47,chapter_all_gpt-4o-mini_individual,61,LYDIA BENNET.,Lydia,Lydia
47,chapter_all_gpt-4o-mini_individual,62,"Oh, thoughtless, thoughtless Lydia!",Elizabeth,Lydia
47,chapter_all_gpt-4o-mini_individual,63,"What a letter is this, to be written at such a moment!",Elizabeth,Lydia
47,chapter_all_gpt-4o-mini_individual,63,But at least it shows that _she_ was serious in the object of her journey.,Elizabeth,Lydia
47,chapter_all_gpt-4o-mini_individual,63,"Whatever he might afterwards persuade her to, it was not on her side a _scheme_ of infamy.",Elizabeth,Wickham
47,chapter_all_gpt-4o-mini_individual,63,"Whatever he might afterwards persuade her to, it was not on her side a _scheme_ of infamy.",Elizabeth,Lydia
47,chapter_all_gpt-4o-mini_individual,63,My poor father!,Elizabeth,Mr. Bennet
47,chapter_all_gpt-4o-mini_individual,63,how he must have felt it!,Elizabeth,Mr. Bennet
47,chapter_all_gpt-4o-mini_individual,64,He could not speak a word for full ten minutes.,Jane,Mr. Bennet
47,chapter_all_gpt-4o-mini_individual,65,"Oh, Jane,",Jane,Jane
47,chapter_all_gpt-4o-mini_individual,66,was there a servant belonging to it who did not know the whole story before the end of the day?,Elizabeth,Mr. Bennet
47,chapter_all_gpt-4o-mini_individual,67,I do not know: I hope there was.,Jane,Mr. Bennet
47,chapter_all_gpt-4o-mini_individual,67,"My mother was in hysterics; and though I endeavoured to give her every assistance in my power, I am afraid I did not do so much as I might have done.",Jane,Mrs. Bennet
47,chapter_all_gpt-4o-mini_individual,68,Your attendance upon her has been too much for you.,Jane,Elizabeth
47,chapter_all_gpt-4o-mini_individual,68,Your attendance upon her has been too much for you.,Jane,Mrs. Bennet
47,chapter_all_gpt-4o-mini_individual,68,Oh that I had been with you!,Jane,Elizabeth
47,chapter_all_gpt-4o-mini_individual,68,you have had every care and anxiety upon yourself alone.,Jane,Elizabeth
47,chapter_all_gpt-4o-mini_individual,69,"Mary and Kitty have been very kind, and would have shared in every fatigue, I am sure, but I did not think it right for either of them.",Jane,Mary
47,chapter_all_gpt-4o-mini_individual,69,"Mary and Kitty have been very kind, and would have shared in every fatigue, I am sure, but I did not think it right for either of them.",Jane,Kitty
47,chapter_all_gpt-4o-mini_individual,69,"Kitty is slight and delicate, and Mary studies so much that her hours of repose should not be broken in on.",Jane,Kitty
47,chapter_all_gpt-4o-mini_individual,69,"Kitty is slight and delicate, and Mary studies so much that her hours of repose should not be broken in on.",Jane,Mary
47,chapter_all_gpt-4o-mini_individual,69,"My aunt Philips came to Longbourn on Tuesday, after my father went away; and was so good as to stay till Thursday with me.",Jane,Mrs. Philips
47,chapter_all_gpt-4o-mini_individual,69,"My aunt Philips came to Longbourn on Tuesday, after my father went away; and was so good as to stay till Thursday with me.",Jane,Mr. Bennet
47,chapter_all_gpt-4o-mini_individual,69,"She was of great use and comfort to us all, and Lady Lucas has been very kind: she walked here on Wednesday morning to condole with us, and offered her services, or any of her daughters, if they could be of use to us.",Jane,Lady Lucas
47,chapter_all_gpt-4o-mini_individual,71,"perhaps she _meant_ well, but, under such a misfortune as this, one cannot see too little of one’s neighbours.",Elizabeth,Lady Lucas
47,chapter_all_gpt-4o-mini_individual,71,"Let them triumph over us at a distance, and be satisfied.",Elizabeth,Lady Lucas
47,chapter_all_gpt-4o-mini_individual,72,"He meant, I believe,",Jane,Mr. Bennet
47,chapter_all_gpt-4o-mini_individual,73,"It had come with a fare from London; and as he thought the circumstance of a gentleman and lady’s removing from one carriage into another might be remarked, he meant to make inquiries at Clapham.",Mr. Bennet,Mr. Darcy
47,chapter_all_gpt-4o-mini_individual,73,"It had come with a fare from London; and as he thought the circumstance of a gentleman and lady’s removing from one carriage into another might be remarked, he meant to make inquiries at Clapham.",Mr. Bennet,Lydia
47,chapter_all_gpt-4o-mini_individual,73,"I do not know of any other designs that he had formed; but he was in such a hurry to be gone, and his spirits so greatly discomposed, that I had difficulty in finding out even so much as this.",Mr. Bennet,Jane
53,chapter_all_gpt-4o-mini_individual,0,"Oh, my dear Lydia,",Lydia,Mrs. Bennet
53,chapter_all_gpt-4o-mini_individual,0,"Oh, my dear Lydia,",Lydia,Lydia
53,chapter_all_gpt-4o-mini_individual,6,I defy even Sir William Lucas himself to produce a more valuable son-in-law.,Mr. Bennet,Sir William Lucas
53,chapter_all_gpt-4o-mini_individual,9,"This is the consequence, you see, madam, of marrying a daughter,",Mr. Bennet,Mrs. Bennet
53,chapter_all_gpt-4o-mini_individual,9,"This is the consequence, you see, madam, of marrying a daughter,",Mr. Bennet,Elizabeth
53,chapter_all_gpt-4o-mini_individual,10,It must make you better satisfied that your other four are single.,Elizabeth,Mrs. Bennet
53,chapter_all_gpt-4o-mini_individual,11,Lydia does not leave me because she is married; but only because her husband’s regiment happens to be so far off.,Mrs. Bennet,Lydia
53,chapter_all_gpt-4o-mini_individual,11,"If that had been nearer, she would not have gone so soon.",Mrs. Bennet,Lydia
53,chapter_all_gpt-4o-mini_individual,12,"Well, well, and so Mr. Bingley is coming down, sister,",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,12,"Well, well, and so Mr. Bingley is coming down, sister,",Mrs. Bennet,Jane
53,chapter_all_gpt-4o-mini_individual,13,"Not that I care about it, though.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,13,"He is nothing to us, you know, and I am sure I never want to see him again.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,13,"But, however, he is very welcome to come to Netherfield, if he likes it.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,13,"You know, sister, we agreed long ago never to mention a word about it.",Mrs. Bennet,Jane
53,chapter_all_gpt-4o-mini_individual,13,"And so, it is quite certain he is coming?",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,15,"He comes down on Thursday, at the latest, very likely on Wednesday.",Mrs. Philips,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,16,"I saw you look at me to-day, Lizzy, when my aunt told us of the present report; and I know I appeared distressed; but don’t imagine it was from any silly cause.",Jane,Elizabeth
53,chapter_all_gpt-4o-mini_individual,16,"I was only confused for the moment, because I felt that I _should_ be looked at.",Jane,Elizabeth
53,chapter_all_gpt-4o-mini_individual,16,I do assure you that the news does not affect me either with pleasure or pain.,Jane,Elizabeth
53,chapter_all_gpt-4o-mini_individual,16,"I am glad of one thing, that he comes alone; because we shall see the less of him.",Jane,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,17,"Yet it is hard,",Jane,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,18,"that this poor man cannot come to a house, which he has legally hired, without raising all this speculation!",Elizabeth,Mr. Darcy
53,chapter_all_gpt-4o-mini_individual,18,I _will_ leave him to himself.,Elizabeth,Mr. Darcy
53,chapter_all_gpt-4o-mini_individual,19,"As soon as ever Mr. Bingley comes, my dear,",Mrs. Bennet,Jane
53,chapter_all_gpt-4o-mini_individual,19,"As soon as ever Mr. Bingley comes, my dear,",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,20,"you will wait on him, of course.",Mrs. Bennet,Jane
53,chapter_all_gpt-4o-mini_individual,20,"you will wait on him, of course.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,21,"You forced me into visiting him last year, and promised, if I went to see him, he should marry one of my daughters.",Mr. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,21,"But it ended in nothing, and I will not be sent on a fool’s errand again.",Mr. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,23,"If he wants our society, let him seek it.",Mr. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,23,He knows where we live.,Mr. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,23,I will not spend _my_ hours in running after my neighbours every time they go away and come back again.,Mr. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,24,"Well, all I know is, that it will be abominably rude if you do not wait on him.",Mrs. Bennet,Mr. Bennet
53,chapter_all_gpt-4o-mini_individual,24,"Well, all I know is, that it will be abominably rude if you do not wait on him.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,24,"But, however, that shan’t prevent my asking him to dine here, I am determined.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,24,"That will make thirteen with ourselves, so there will be just room at table for him.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,25,"I begin to be sorry that he comes at all,",Jane,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,26,It would be nothing; I could see him with perfect indifference; but I can hardly bear to hear it thus perpetually talked of.,Jane,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,26,Happy shall I be when his stay at Netherfield is over!,Jane,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,27,"I wish I could say anything to comfort you,",Elizabeth,Jane
53,chapter_all_gpt-4o-mini_individual,28,"You must feel it; and the usual satisfaction of preaching patience to a sufferer is denied me, because you have always so much.",Elizabeth,Jane
53,chapter_all_gpt-4o-mini_individual,29,"There is a gentleman with him, mamma,",Kitty,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,29,"There is a gentleman with him, mamma,",Kitty,Mrs. Bennet
53,chapter_all_gpt-4o-mini_individual,30,who can it be?,Kitty,Mr. Darcy
53,chapter_all_gpt-4o-mini_individual,31,"Some acquaintance or other, my dear, I suppose; I am sure I do not know.",Mrs. Bennet,Kitty
53,chapter_all_gpt-4o-mini_individual,33,"Mr. what’s his name--that tall, proud man.",Kitty,Mr. Darcy
53,chapter_all_gpt-4o-mini_individual,34,"Darcy!--and so it does, I vow.",Kitty,Mr. Darcy
53,chapter_all_gpt-4o-mini_individual,34,"Well, any friend of Mr. Bingley’s will always be welcome here, to be sure; but else I must say that I hate the very sight of him.",Kitty,Mr. Darcy
53,chapter_all_gpt-4o-mini_individual,34,"Well, any friend of Mr. Bingley’s will always be welcome here, to be sure; but else I must say that I hate the very sight of him.",Kitty,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,35,"Let me first see how he behaves,",Elizabeth,Mr. Darcy
53,chapter_all_gpt-4o-mini_individual,36,it will then be early enough for expectation.,Elizabeth,Mr. Darcy
53,chapter_all_gpt-4o-mini_individual,38,Yet why did he come?,Elizabeth,Mr. Darcy
53,chapter_all_gpt-4o-mini_individual,39,"It is a long time, Mr. Bingley, since you went away,",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,40,I began to be afraid you would never come back again.,Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,40,"People _did_ say, you meant to quit the place entirely at Michaelmas; but, however, I hope it is not true.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,40,A great many changes have happened in the neighbourhood since you went away.,Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,40,"I suppose you have heard of it; indeed, you must have seen it in the papers.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,40,"It was only said, ‘Lately, George Wickham, Esq., to Miss Lydia Bennet,’ without there being a syllable said of her father, or the place where she lived, or anything.",Mrs. Bennet,Wickham
53,chapter_all_gpt-4o-mini_individual,40,"It was only said, ‘Lately, George Wickham, Esq., to Miss Lydia Bennet,’ without there being a syllable said of her father, or the place where she lived, or anything.",Mrs. Bennet,Lydia
53,chapter_all_gpt-4o-mini_individual,40,"It was only said, ‘Lately, George Wickham, Esq., to Miss Lydia Bennet,’ without there being a syllable said of her father, or the place where she lived, or anything.",Mrs. Bennet,Mr. Bennet
53,chapter_all_gpt-4o-mini_individual,42,"but at the same time, Mr. Bingley, it is very hard to have her taken away from me.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,42,"They are gone down to Newcastle, a place quite northward it seems, and there they are to stay, I do not know how long.",Mrs. Bennet,Elizabeth
53,chapter_all_gpt-4o-mini_individual,42,"His regiment is there; for I suppose you have heard of his leaving the ----shire, and of his being gone into the Regulars.",Mrs. Bennet,Wickham
53,chapter_all_gpt-4o-mini_individual,42,"His regiment is there; for I suppose you have heard of his leaving the ----shire, and of his being gone into the Regulars.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,42,Thank heaven!,Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,42,"he has _some_ friends, though, perhaps, not so many as he deserves.",Mrs. Bennet,Mr. Darcy
53,chapter_all_gpt-4o-mini_individual,43,"When you have killed all your own birds, Mr. Bingley,",Mrs. Bennet,Mr. Bennet
53,chapter_all_gpt-4o-mini_individual,43,"When you have killed all your own birds, Mr. Bingley,",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,44,I beg you will come here and shoot as many as you please on Mr. Bennet’s manor.,Mrs. Bennet,Mr. Bennet
53,chapter_all_gpt-4o-mini_individual,44,"I am sure he will be vastly happy to oblige you, and will save all the best of the coveys for you.",Mrs. Bennet,Mr. Bennet
53,chapter_all_gpt-4o-mini_individual,44,"I am sure he will be vastly happy to oblige you, and will save all the best of the coveys for you.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,46,is never more to be in company with either of them.,Elizabeth,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,46,Their society can afford no pleasure that will atone for such wretchedness as this!,Elizabeth,Mrs. Bennet
53,chapter_all_gpt-4o-mini_individual,46,Let me never see either one or the other again!,Elizabeth,Mr. Darcy
53,chapter_all_gpt-4o-mini_individual,47,"You are quite a visit in my debt, Mr. Bingley,",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,48,"for when you went to town last winter, you promised to take a family dinner with us as soon as you returned.",Mrs. Bennet,Mr. Bingley
53,chapter_all_gpt-4o-mini_individual,48,"I have not forgot, you see; and I assure you I was very much disappointed that you did not come back and keep your engagement.",Mrs. Bennet,Mr. Bingley
45,chapter_all_gpt-4o-mini_individual,0,"Pray, Miss Eliza, are not the ----shire militia removed from Meryton?",Miss Bingley,Elizabeth
45,chapter_all_gpt-4o-mini_individual,0,They must be a great loss to _your_ family.,Miss Bingley,Elizabeth
45,chapter_all_gpt-4o-mini_individual,1,"How very ill Eliza Bennet looks this morning, Mr. Darcy,",Miss Bingley,Elizabeth
45,chapter_all_gpt-4o-mini_individual,1,"How very ill Eliza Bennet looks this morning, Mr. Darcy,",Miss Bingley,Mr. Darcy
45,chapter_all_gpt-4o-mini_individual,2,I never in my life saw anyone so much altered as she is since the winter.,Miss Bingley,Elizabeth
45,chapter_all_gpt-4o-mini_individual,2,Louisa and I were agreeing that we should not have known her again.,Miss Bingley,Elizabeth
45,chapter_all_gpt-4o-mini_individual,4,I must confess that I never could see any beauty in her.,Miss Bingley,Elizabeth
45,chapter_all_gpt-4o-mini_individual,4,Her face is too thin; her complexion has no brilliancy; and her features are not at all handsome.,Miss Bingley,Elizabeth
45,chapter_all_gpt-4o-mini_individual,4,"Her teeth are tolerable, but not out of the common way; and as for her eyes, which have sometimes been called so fine, I never could perceive anything extraordinary in them.",Miss Bingley,Elizabeth
45,chapter_all_gpt-4o-mini_individual,4,"They have a sharp, shrewish look, which I do not like at all; and in her air altogether, there is a self-sufficiency without fashion, which is intolerable.",Miss Bingley,Elizabeth
45,chapter_all_gpt-4o-mini_individual,5,"I remember, when we first knew her in Hertfordshire, how amazed we all were to find that she was a reputed beauty; and I particularly recollect your saying one night, after they had been dining at Netherfield, ‘_She_ a beauty!",Miss Bingley,Elizabeth
45,chapter_all_gpt-4o-mini_individual,5,"I remember, when we first knew her in Hertfordshire, how amazed we all were to find that she was a reputed beauty; and I particularly recollect your saying one night, after they had been dining at Netherfield, ‘_She_ a beauty!",Miss Bingley,Mr. Bingley
45,chapter_all_gpt-4o-mini_individual,5,"I should as soon call her mother a wit.’ But afterwards she seemed to improve on you, and I believe you thought her rather pretty at one time.",Miss Bingley,Elizabeth
45,chapter_all_gpt-4o-mini_individual,5,"I should as soon call her mother a wit.’ But afterwards she seemed to improve on you, and I believe you thought her rather pretty at one time.",Miss Bingley,Mr. Darcy
45,chapter_all_gpt-4o-mini_individual,7,but _that_ was only when I first knew her; for it is many months since I have considered her as one of the handsomest women of my acquaintance.,Mr. Darcy,Elizabeth
51,chapter_all_gpt-4o-mini_individual,2,"Oh, mamma, do the people hereabouts know I am married to-day?",Lydia,Mrs. Bennet
51,chapter_all_gpt-4o-mini_individual,3,"Ah, Jane, I take your place now, and you must go lower, because I am a married woman.",Lydia,Jane
51,chapter_all_gpt-4o-mini_individual,4,Mrs. Wickham,Lydia,Wickham
51,chapter_all_gpt-4o-mini_individual,5,"Well, mamma,",Lydia,Mrs. Bennet
51,chapter_all_gpt-4o-mini_individual,6,and what do you think of my husband?,Lydia,Wickham
51,chapter_all_gpt-4o-mini_individual,6,Is not he a charming man?,Lydia,Wickham
51,chapter_all_gpt-4o-mini_individual,6,"What a pity it is, mamma, we did not all go!",Lydia,Mrs. Bennet
51,chapter_all_gpt-4o-mini_individual,7,"But, my dear Lydia, I don’t at all like your going such a way off.",Mrs. Bennet,Lydia
51,chapter_all_gpt-4o-mini_individual,8,"You and papa, and my sisters, must come down and see us.",Lydia,Mr. Bennet
51,chapter_all_gpt-4o-mini_individual,8,"We shall be at Newcastle all the winter, and I dare say there will be some balls, and I will take care to get good partners for them all.",Lydia,Kitty
51,chapter_all_gpt-4o-mini_individual,10,"And then when you go away, you may leave one or two of my sisters behind you; and I dare say I shall get husbands for them before the winter is over.",Lydia,Elizabeth
51,chapter_all_gpt-4o-mini_individual,10,"And then when you go away, you may leave one or two of my sisters behind you; and I dare say I shall get husbands for them before the winter is over.",Lydia,Kitty
51,chapter_all_gpt-4o-mini_individual,10,"And then when you go away, you may leave one or two of my sisters behind you; and I dare say I shall get husbands for them before the winter is over.",Lydia,Mrs. Bennet
51,chapter_all_gpt-4o-mini_individual,11,"I thank you for my share of the favour,",Elizabeth,Mrs. Bennet
51,chapter_all_gpt-4o-mini_individual,12,but I do not particularly like your way of getting husbands.,Elizabeth,Mrs. Bennet
51,chapter_all_gpt-4o-mini_individual,13,"Lizzy, I never gave _you_ an account of my wedding, I believe.",Lydia,Elizabeth
51,chapter_all_gpt-4o-mini_individual,13,"You were not by, when I told mamma, and the others, all about it.",Lydia,Mrs. Bennet
51,chapter_all_gpt-4o-mini_individual,13,Are not you curious to hear how it was managed?,Lydia,Elizabeth
51,chapter_all_gpt-4o-mini_individual,16,You are so strange!,Lydia,Elizabeth
51,chapter_all_gpt-4o-mini_individual,16,But I must tell you how it went off.,Lydia,Elizabeth
51,chapter_all_gpt-4o-mini_individual,16,"We were married, you know, at St. Clement’s, because Wickham’s lodgings were in that parish.",Lydia,Elizabeth
51,chapter_all_gpt-4o-mini_individual,16,"We were married, you know, at St. Clement’s, because Wickham’s lodgings were in that parish.",Lydia,Wickham
51,chapter_all_gpt-4o-mini_individual,16,And it was settled that we should all be there by eleven o’clock.,Lydia,Wickham
51,chapter_all_gpt-4o-mini_individual,16,My uncle and aunt and I were to go together; and the others were to meet us at the church.,Lydia,Mr. Gardiner
51,chapter_all_gpt-4o-mini_individual,16,My uncle and aunt and I were to go together; and the others were to meet us at the church.,Lydia,Mrs. Gardiner
