chapter,method,turn_id,text,character
12,chapter_all_gpt-4o-mini_individual,36,"Excuse me,",Mr. Rochester
12,chapter_all_gpt-4o-mini_individual,37,necessity compels me to make you useful.,Mr. Rochester
12,chapter_all_gpt-4o-mini_individual,38,"Now,",Mr. Rochester
12,chapter_all_gpt-4o-mini_individual,39,just hand me my whip; it lies there under the hedge.,Mr. Rochester
12,chapter_all_gpt-4o-mini_individual,40,"Thank you; now make haste with the letter to Hay, and return as fast as you can.",Mr. Rochester
12,chapter_all_gpt-4o-mini_individual,41,"Like heath that, in the wilderness,     The wild wind whirls away.",Mr. Rochester
12,chapter_all_gpt-4o-mini_individual,43,"Pilot,",Pilot (dog)
16,chapter_all_gpt-4o-mini_individual,0,What a mercy master was not burnt in his bed!,Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,1,It is always dangerous to keep a candle lit at night.,Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,2,How providential that he had presence of mind to think of the water-jug!,Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,3,I wonder he waked nobody!,Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,4,"It is to be hoped he will not take cold with sleeping on the library sofa,",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,5,"Good morning, Miss,",Grace Poole
16,chapter_all_gpt-4o-mini_individual,6,"I will put her to some test,",Jane
16,chapter_all_gpt-4o-mini_individual,7,such absolute impenetrability is past comprehension.,Jane
16,chapter_all_gpt-4o-mini_individual,8,"Good morning, Grace,",Jane
16,chapter_all_gpt-4o-mini_individual,9,Has anything happened here? I thought I heard the servants all talking together a while ago.,Jane
16,chapter_all_gpt-4o-mini_individual,10,"Only master had been reading in his bed last night; he fell asleep with his candle lit, and the curtains got on fire; but, fortunately, he awoke before the bed-clothes or the wood-work caught, and contrived to quench the flames with the water in the ewer.",Grace Poole
16,chapter_all_gpt-4o-mini_individual,11,A strange affair!,Jane
16,chapter_all_gpt-4o-mini_individual,12,Did Mr. Rochester wake nobody? Did no one hear him move?,Jane
16,chapter_all_gpt-4o-mini_individual,13,"The servants sleep so far off, you know, Miss, they would not be likely to hear. Mrs. Fairfax’s room and yours are the nearest to master’s; but Mrs. Fairfax said she heard nothing: when people get elderly, they often sleep heavy.",Grace Poole
16,chapter_all_gpt-4o-mini_individual,14,"But you are young, Miss; and I should say a light sleeper: perhaps you may have heard a noise?",Grace Poole
16,chapter_all_gpt-4o-mini_individual,15,"I did,",Jane
16,chapter_all_gpt-4o-mini_individual,16,"and at first I thought it was Pilot: but Pilot cannot laugh; and I am certain I heard a laugh, and a strange one.",Jane
16,chapter_all_gpt-4o-mini_individual,17,"It is hardly likely master would laugh, I should think, Miss, when he was in such danger: You must have been dreaming.",Grace Poole
16,chapter_all_gpt-4o-mini_individual,18,"I was not dreaming,",Jane
16,chapter_all_gpt-4o-mini_individual,19,Have you told master that you heard a laugh?,Grace Poole
16,chapter_all_gpt-4o-mini_individual,20,I have not had the opportunity of speaking to him this morning.,Jane
16,chapter_all_gpt-4o-mini_individual,21,You did not think of opening your door and looking out into the gallery?,Grace Poole
16,chapter_all_gpt-4o-mini_individual,22,"On the contrary,",Grace Poole
16,chapter_all_gpt-4o-mini_individual,23,I bolted my door.,Jane
16,chapter_all_gpt-4o-mini_individual,24,Then you are not in the habit of bolting your door every night before you get into bed?,Grace Poole
16,chapter_all_gpt-4o-mini_individual,25,"Fiend! she wants to know my habits, that she may lay her plans accordingly!",Jane
16,chapter_all_gpt-4o-mini_individual,26,Hitherto I have often omitted to fasten the bolt: I did not think it necessary. I was not aware any danger or annoyance was to be dreaded at Thornfield Hall: but in future,Jane
16,chapter_all_gpt-4o-mini_individual,27,I shall take good care to make all secure before I venture to lie down.,Jane
16,chapter_all_gpt-4o-mini_individual,28,"It will be wise so to do,",Grace Poole
16,chapter_all_gpt-4o-mini_individual,29,"this neighbourhood is as quiet as any I know, and I never heard of the hall being attempted by robbers since it was a house; though there are hundreds of pounds’ worth of plate in the plate-closet, as is well known. And you see, for such a large house, there are very few servants, because master has never lived here much; and when he does come, being a bachelor, he needs little waiting on: but I always think it best to err on the safe side; a door is soon fastened, and it is as well to have a drawn bolt between one and any mischief that may be about. A deal of people, Miss, are for trusting all to Providence; but I say Providence will not dispense with the means, though He often blesses them when they are used discreetly.",Grace Poole
16,chapter_all_gpt-4o-mini_individual,30,"Mrs. Poole,",Grace Poole
16,chapter_all_gpt-4o-mini_individual,32,"No; just put my pint of porter and bit of pudding on a tray, and I’ll carry it upstairs.",Grace Poole
16,chapter_all_gpt-4o-mini_individual,34,"Just a morsel, and a taste of cheese, that’s all.",Grace Poole
16,chapter_all_gpt-4o-mini_individual,35,And the sago?,Grace Poole
16,chapter_all_gpt-4o-mini_individual,36,Never mind it at present: I shall be coming down before teatime: I’ll make it myself.,Grace Poole
16,chapter_all_gpt-4o-mini_individual,37,"Yet,",Jane
16,chapter_all_gpt-4o-mini_individual,38,"she has been young once; her youth would be contemporary with her master’s: Mrs. Fairfax told me once, she had lived here many years. I don’t think she can ever have been pretty; but, for aught I know, she may possess originality and strength of character to compensate for the want of personal advantages. Mr. Rochester is an amateur of the decided and eccentric: Grace is eccentric at least. What if a former caprice (a freak very possible to a nature so sudden and headstrong as his) has delivered him into her power, and she now exercises over his actions a secret influence, the result of his own indiscretion, which he cannot shake off, and dare not disregard?",Jane
16,chapter_all_gpt-4o-mini_individual,39,"No; impossible! my supposition cannot be correct. Yet,",Jane
16,chapter_all_gpt-4o-mini_individual,40,"_you_ are not beautiful either, and perhaps Mr. Rochester approves you: at any rate, you have often felt as if he did; and last night—remember his words; remember his look; remember his voice!",Jane
16,chapter_all_gpt-4o-mini_individual,43,"I am hot, Adèle, with stooping!",Jane
16,chapter_all_gpt-4o-mini_individual,44,"Evening approaches,",Jane
16,chapter_all_gpt-4o-mini_individual,45,"I have never heard Mr. Rochester’s voice or step in the house to-day; but surely I shall see him before night: I feared the meeting in the morning; now I desire it, because expectation has been so long baffled that it is grown impatient.",Jane
16,chapter_all_gpt-4o-mini_individual,46,"You must want your tea,",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,47,"you ate so little at dinner. I am afraid,",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,48,you are not well to-day: you look flushed and feverish.,Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,49,"Oh, quite well! I never felt better.",Jane
16,chapter_all_gpt-4o-mini_individual,50,Then you must prove it by evincing a good appetite; will you fill the teapot while I knit off this needle?,Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,51,"It is fair to-night,",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,52,"though not starlight; Mr. Rochester has, on the whole, had a favourable day for his journey.",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,53,Journey!—Is Mr. Rochester gone anywhere? I did not know he was out.,Jane
16,chapter_all_gpt-4o-mini_individual,54,"Oh, he set off the moment he had breakfasted! He is gone to the Leas, Mr. Eshton’s place, ten miles on the other side Millcote. I believe there is quite a party assembled there; Lord Ingram, Sir George Lynn, Colonel Dent, and others.",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,55,Do you expect him back to-night?,Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,56,"No—nor to-morrow either; I should think he is very likely to stay a week or more: when these fine, fashionable people get together, they are so surrounded by elegance and gaiety, so well provided with all that can please and entertain, they are in no hurry to separate. Gentlemen especially are often in request on such occasions; and Mr. Rochester is so talented and so lively in society, that I believe he is a general favourite: the ladies are very fond of him; though you would not think his appearance calculated to recommend him particularly in their eyes: but I suppose his acquirements and abilities, perhaps his wealth and good blood, make amends for any little fault of look.",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,57,Are there ladies at the Leas?,Jane
16,chapter_all_gpt-4o-mini_individual,58,"There are Mrs. Eshton and her three daughters—very elegant young ladies indeed; and there are the Honourable Blanche and Mary Ingram, most beautiful women, I suppose: indeed I have seen Blanche, six or seven years since, when she was a girl of eighteen. She came here to a Christmas ball and party Mr. Rochester gave. You should have seen the dining-room that day—how richly it was decorated, how brilliantly lit up! I should think there were fifty ladies and gentlemen present—all of the first county families; and Miss Ingram was considered the belle of the evening.",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,59,"You saw her, you say, Mrs. Fairfax: what was she like?",Jane
16,chapter_all_gpt-4o-mini_individual,60,"Yes, I saw her. The dining-room doors were thrown open; and, as it was Christmas-time, the servants were allowed to assemble in the hall, to hear some of the ladies sing and play. Mr. Rochester would have me to come in, and I sat down in a quiet corner and watched them. I never saw a more splendid scene: the ladies were magnificently dressed; most of them—at least most of the younger ones—looked handsome; but Miss Ingram was certainly the queen.",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,61,And what was she like?,Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,62,"Tall, fine bust, sloping shoulders; long, graceful neck: olive complexion, dark and clear; noble features; eyes rather like Mr. Rochester’s: large and black, and as brilliant as her jewels. And then she had such a fine head of hair; raven-black and so becomingly arranged: a crown of thick plaits behind, and in front the longest, the glossiest curls I ever saw. She was dressed in pure white; an amber-coloured scarf was passed over her shoulder and across her breast, tied at the side, and descending in long, fringed ends below her knee. She wore an amber-coloured flower, too, in her hair: it contrasted well with the jetty mass of her curls.",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,63,"She was greatly admired, of course?",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,64,"Yes, indeed: and not only for her beauty, but for her accomplishments. She was one of the ladies who sang: a gentleman accompanied her on the piano. She and Mr. Rochester sang a duet.",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,65,Mr. Rochester? I was not aware he could sing.,Jane
16,chapter_all_gpt-4o-mini_individual,66,"Oh! he has a fine bass voice, and an excellent taste for music.",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,67,And Miss Ingram: what sort of a voice had she?,Jane
16,chapter_all_gpt-4o-mini_individual,68,"A very rich and powerful one: she sang delightfully; it was a treat to listen to her;—and she played afterwards. I am no judge of music, but Mr. Rochester is; and I heard him say her execution was remarkably good.",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,69,"And this beautiful and accomplished lady, she is not yet married?",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,70,"It appears not: I fancy neither she nor her sister have very large fortunes. Old Lord Ingram’s estates were chiefly entailed, and the eldest son came in for everything almost.",Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,71,"But I wonder no wealthy nobleman or gentleman has taken a fancy to her: Mr. Rochester, for instance. He is rich, is he not?",Jane
16,chapter_all_gpt-4o-mini_individual,72,Oh! yes. But you see there is a considerable difference in age: Mr. Rochester is nearly forty; she is but twenty-five.,Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,73,What of that? More unequal matches are made every day.,Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,74,True: yet I should scarcely fancy Mr. Rochester would entertain an idea of the sort. But you eat nothing: you have scarcely tasted since you began tea.,Mrs. Fairfax
16,chapter_all_gpt-4o-mini_individual,75,No: I am too thirsty to eat. Will you let me have another cup?,Jane
16,chapter_all_gpt-4o-mini_individual,76,"_You_,",Jane
16,chapter_all_gpt-4o-mini_individual,77,"a favourite with Mr. Rochester? _You_ gifted with the power of pleasing him? _You_ of importance to him in any way? Go! your folly sickens me. And you have derived pleasure from occasional tokens of preference—equivocal tokens shown by a gentleman of family and a man of the world to a dependent and a novice. How dared you? Poor stupid dupe!—Could not even self-interest make you wiser? You repeated to yourself this morning the brief scene of last night?—Cover your face and be ashamed! He said something in praise of your eyes, did he? Blind puppy! Open their bleared lids and look on your own accursed senselessness! It does good to no woman to be flattered by her superior, who cannot possibly intend to marry her; and it is madness in all women to let a secret love kindle within them, which, if unreturned and unknown, must devour the life that feeds it; and, if discovered and responded to, must lead, _ignis-fatuus_-like, into miry wilds whence there is no extrication.",Jane
16,chapter_all_gpt-4o-mini_individual,78,"Listen, then, Jane Eyre, to your sentence: to-morrow, place the glass before you, and draw in chalk your own picture, faithfully, without softening one defect; omit no harsh line, smooth away no displeasing irregularity; write under it, ‘Portrait of a Governess, disconnected, poor, and plain.’",Jane
16,chapter_all_gpt-4o-mini_individual,79,"Afterwards, take a piece of smooth ivory—you have one prepared in your drawing-box: take your palette, mix your freshest, finest, clearest tints; choose your most delicate camel-hair pencils; delineate carefully the loveliest face you can imagine; paint it in your softest shades and sweetest lines, according to the description given by Mrs. Fairfax of Blanche Ingram; remember the raven ringlets, the oriental eye;—What! you revert to Mr. Rochester as a model! Order! No snivel!—no sentiment!—no regret! I will endure only sense and resolution. Recall the august yet harmonious lineaments, the Grecian neck and bust; let the round and dazzling arm be visible, and the delicate hand; omit neither diamond ring nor gold bracelet; portray faithfully the attire, aërial lace and glistening satin, graceful scarf and golden rose; call it ‘Blanche, an accomplished lady of rank.’",Jane
16,chapter_all_gpt-4o-mini_individual,80,"Whenever, in future, you should chance to fancy Mr. Rochester thinks well of you, take out these two pictures and compare them: say, ‘Mr. Rochester might probably win that noble lady’s love, if he chose to strive for it; is it likely he would waste a serious thought on this indigent and insignificant plebeian?’",Jane
16,chapter_all_gpt-4o-mini_individual,81,"I’ll do it,",Jane
7,chapter_all_gpt-4o-mini_individual,0,like stalwart soldiers.,Miss Temple
7,chapter_all_gpt-4o-mini_individual,1,"Coming Man,",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,2,"I suppose, Miss Temple, the thread I bought at Lowton will do; it struck me that it would be just of the quality for the calico chemises, and I sorted the needles to match. You may tell Miss Smith that I forgot to make a memorandum of the darning needles, but she shall have some papers sent in next week; and she is not, on any account, to give out more than one at a time to each pupil: if they have more, they are apt to be careless and lose them. And, O ma’am! I wish the woollen stockings were better looked to!—when I was here last, I went into the kitchen-garden and examined the clothes drying on the line; there was a quantity of black hose in a very bad state of repair: from the size of the holes in them I was sure they had not been well mended from time to time.",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,3,"Your directions shall be attended to, sir,",Miss Temple
7,chapter_all_gpt-4o-mini_individual,4,"And, ma’am,",Miss Temple
7,chapter_all_gpt-4o-mini_individual,5,the laundress tells me some of the girls have two clean tuckers in the week: it is too much; the rules limit them to one.,Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,6,"I think I can explain that circumstance, sir. Agnes and Catherine Johnstone were invited to take tea with some friends at Lowton last Thursday, and I gave them leave to put on clean tuckers for the occasion.",Miss Temple
7,chapter_all_gpt-4o-mini_individual,7,"Well, for once it may pass; but please not to let the circumstance occur too often. And there is another thing which surprised me; I find, in settling accounts with the housekeeper, that a lunch, consisting of bread and cheese, has twice been served out to the girls during the past fortnight. How is this? I looked over the regulations, and I find no such meal as lunch mentioned. Who introduced this innovation? and by what authority?",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,8,"I must be responsible for the circumstance, sir,",Miss Temple
7,chapter_all_gpt-4o-mini_individual,9,the breakfast was so ill prepared that the pupils could not possibly eat it; and I dared not allow them to remain fasting till dinner-time.,Miss Temple
7,chapter_all_gpt-4o-mini_individual,10,"Madam, allow me an instant. You are aware that my plan in bringing up these girls is, not to accustom them to habits of luxury and indulgence, but to render them hardy, patient, self-denying. Should any little accidental disappointment of the appetite occur, such as the spoiling of a meal, the under or the over dressing of a dish, the incident ought not to be neutralised by replacing with something more delicate the comfort lost, thus pampering the body and obviating the aim of this institution; it ought to be improved to the spiritual edification of the pupils, by encouraging them to evince fortitude under the temporary privation. A brief address on those occasions would not be mistimed, wherein a judicious instructor would take the opportunity of referring to the sufferings of the primitive Christians; to the torments of martyrs; to the exhortations of our blessed Lord Himself, calling upon His disciples to take up their cross and follow Him; to His warnings that man shall not live by bread alone, but by every word that proceedeth out of the mouth of God; to His divine consolations, ‘If ye suffer hunger or thirst for My sake, happy are ye.’ Oh, madam, when you put bread and cheese, instead of burnt porridge, into these children’s mouths, you may indeed feed their vile bodies, but you little think how you starve their immortal souls!",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,11,"Miss Temple, Miss Temple, what—_what_ is that girl with curled hair? Red hair, ma’am, curled—curled all over?",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,12,"It is Julia Severn,",Miss Temple
7,chapter_all_gpt-4o-mini_individual,13,"Julia Severn, ma’am! And why has she, or any other, curled hair? Why, in defiance of every precept and principle of this house, does she conform to the world so openly—here in an evangelical, charitable establishment—as to wear her hair one mass of curls?",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,14,"Julia’s hair curls naturally,",Miss Temple
7,chapter_all_gpt-4o-mini_individual,15,"Naturally! Yes, but we are not to conform to nature; I wish these girls to be the children of Grace: and why that abundance? I have again and again intimated that I desire the hair to be arranged closely, modestly, plainly. Miss Temple, that girl’s hair must be cut off entirely; I will send a barber to-morrow: and I see others who have far too much of the excrescence—that tall girl, tell her to turn round. Tell all the first form to rise up and direct their faces to the wall.",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,16,All those top-knots must be cut off.,Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,17,"Madam,",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,18,"I have a Master to serve whose kingdom is not of this world: my mission is to mortify in these girls the lusts of the flesh; to teach them to clothe themselves with shame-facedness and sobriety, not with braided hair and costly apparel; and each of the young persons before us has a string of hair twisted in plaits which vanity itself might have woven; these, I repeat, must be cut off; think of the time wasted, of—",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,19,A careless girl!,Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,20,"It is the new pupil, I perceive.",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,21,I must not forget I have a word to say respecting her.,Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,22,Let the child who broke her slate come forward!,Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,23,"Don’t be afraid, Jane, I saw it was an accident; you shall not be punished.",Miss Temple
7,chapter_all_gpt-4o-mini_individual,24,"Another minute, and she will despise me for a hypocrite,",Jane
7,chapter_all_gpt-4o-mini_individual,25,"Fetch that stool,",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,26,Place the child upon it.,Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,27,"Ladies,",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,28,"Miss Temple, teachers, and children, you all see this girl?",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,29,"You see she is yet young; you observe she possesses the ordinary form of childhood; God has graciously given her the shape that He has given to all of us; no signal deformity points her out as a marked character. Who would think that the Evil One had already found a servant and agent in her? Yet such, I grieve to say, is the case.",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,30,"My dear children,",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,31,"this is a sad, a melancholy occasion; for it becomes my duty to warn you, that this girl, who might be one of God’s own lambs, is a little castaway: not a member of the true flock, but evidently an interloper and an alien. You must be on your guard against her; you must shun her example; if necessary, avoid her company, exclude her from your sports, and shut her out from your converse. Teachers, you must watch her: keep your eyes on her movements, weigh well her words, scrutinise her actions, punish her body to save her soul: if, indeed, such salvation be possible, for (my tongue falters while I tell it) this girl, this child, the native of a Christian land, worse than many a little heathen who says its prayers to Brahma and kneels before Juggernaut—this girl is—a liar!",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,32,How shocking!,Augusta Brocklehurst
7,chapter_all_gpt-4o-mini_individual,33,"This I learned from her benefactress; from the pious and charitable lady who adopted her in her orphan state, reared her as her own daughter, and whose kindness, whose generosity the unhappy girl repaid by an ingratitude so bad, so dreadful, that at last her excellent patroness was obliged to separate her from her own young ones, fearful lest her vicious example should contaminate their purity: she has sent her here to be healed, even as the Jews of old sent their diseased to the troubled pool of Bethesda; and, teachers, superintendent, I beg of you not to allow the waters to stagnate round her.",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,34,"Let her stand half-an-hour longer on that stool, and let no one speak to her during the remainder of the day.",Mr. Brocklehurst
7,chapter_all_gpt-4o-mini_individual,35,the untidy badge;,Mr. Brocklehurst
6,chapter_all_gpt-4o-mini_individual,0,Burns,Helen Burns
6,chapter_all_gpt-4o-mini_individual,5,"Why,",Jane
6,chapter_all_gpt-4o-mini_individual,6,"does she not explain that she could neither clean her nails nor wash her face, as the water was frozen?",Jane
6,chapter_all_gpt-4o-mini_individual,9,Is it still ‘Rasselas’?,Helen Burns
6,chapter_all_gpt-4o-mini_individual,10,"Yes,",Helen Burns
6,chapter_all_gpt-4o-mini_individual,11,and I have just finished it.,Helen Burns
6,chapter_all_gpt-4o-mini_individual,12,"Now,",Helen Burns
6,chapter_all_gpt-4o-mini_individual,13,I can perhaps get her to talk.,Jane
6,chapter_all_gpt-4o-mini_individual,14,What is your name besides Burns?,Jane
6,chapter_all_gpt-4o-mini_individual,15,Helen.,Helen Burns
6,chapter_all_gpt-4o-mini_individual,16,Do you come a long way from here?,Jane
6,chapter_all_gpt-4o-mini_individual,17,"I come from a place farther north, quite on the borders of Scotland.",Helen Burns
6,chapter_all_gpt-4o-mini_individual,18,Will you ever go back?,Helen Burns
6,chapter_all_gpt-4o-mini_individual,19,I hope so; but nobody can be sure of the future.,Helen Burns
6,chapter_all_gpt-4o-mini_individual,20,You must wish to leave Lowood?,Jane
6,chapter_all_gpt-4o-mini_individual,21,No! why should I? I was sent to Lowood to get an education; and it would be of no use going away until I have attained that object.,Helen Burns
6,chapter_all_gpt-4o-mini_individual,22,"But that teacher, Miss Scatcherd, is so cruel to you?",Jane
6,chapter_all_gpt-4o-mini_individual,23,Cruel? Not at all! She is severe: she dislikes my faults.,Helen Burns
6,chapter_all_gpt-4o-mini_individual,24,"And if I were in your place I should dislike her; I should resist her. If she struck me with that rod, I should get it from her hand; I should break it under her nose.",Jane
6,chapter_all_gpt-4o-mini_individual,25,"Probably you would do nothing of the sort: but if you did, Mr. Brocklehurst would expel you from the school; that would be a great grief to your relations. It is far better to endure patiently a smart which nobody feels but yourself, than to commit a hasty action whose evil consequences will extend to all connected with you; and besides, the Bible bids us return good for evil.",Helen Burns
6,chapter_all_gpt-4o-mini_individual,26,"But then it seems disgraceful to be flogged, and to be sent to stand in the middle of a room full of people; and you are such a great girl: I am far younger than you, and I could not bear it.",Jane
6,chapter_all_gpt-4o-mini_individual,27,"Yet it would be your duty to bear it, if you could not avoid it: it is weak and silly to say you _cannot bear_ what it is your fate to be required to bear.",Helen Burns
6,chapter_all_gpt-4o-mini_individual,28,"You say you have faults, Helen: what are they? To me you seem very good.",Jane
6,chapter_all_gpt-4o-mini_individual,29,"Then learn from me, not to judge by appearances: I am, as Miss Scatcherd said, slatternly; I seldom put, and never keep, things in order; I am careless; I forget rules; I read when I should learn my lessons; I have no method; and sometimes I say, like you, I cannot _bear_ to be subjected to systematic arrangements. This is all very provoking to Miss Scatcherd, who is naturally neat, punctual, and particular.",Helen Burns
6,chapter_all_gpt-4o-mini_individual,30,"And cross and cruel,",Jane
6,chapter_all_gpt-4o-mini_individual,31,Is Miss Temple as severe to you as Miss Scatcherd?,Jane
6,chapter_all_gpt-4o-mini_individual,32,"Miss Temple is full of goodness; it pains her to be severe to any one, even the worst in the school: she sees my errors, and tells me of them gently; and, if I do anything worthy of praise, she gives me my meed liberally. One strong proof of my wretchedly defective nature is, that even her expostulations, so mild, so rational, have not influence to cure me of my faults; and even her praise, though I value it most highly, cannot stimulate me to continued care and foresight.",Helen Burns
6,chapter_all_gpt-4o-mini_individual,33,"That is curious,",Jane
6,chapter_all_gpt-4o-mini_individual,34,it is so easy to be careful.,Helen Burns
6,chapter_all_gpt-4o-mini_individual,35,"For _you_ I have no doubt it is. I observed you in your class this morning, and saw you were closely attentive: your thoughts never seemed to wander while Miss Miller explained the lesson and questioned you. Now, mine continually rove away; when I should be listening to Miss Scatcherd, and collecting all she says with assiduity, often I lose the very sound of her voice; I fall into a sort of dream. Sometimes I think I am in Northumberland, and that the noises I hear round me are the bubbling of a little brook which runs through Deepden, near our house;—then, when it comes to my turn to reply, I have to be awakened; and having heard nothing of what was read for listening to the visionary brook, I have no answer ready.",Helen Burns
6,chapter_all_gpt-4o-mini_individual,36,Yet how well you replied this afternoon.,Jane
6,chapter_all_gpt-4o-mini_individual,37,"It was mere chance; the subject on which we had been reading had interested me. This afternoon, instead of dreaming of Deepden, I was wondering how a man who wished to do right could act so unjustly and unwisely as Charles the First sometimes did; and I thought what a pity it was that, with his integrity and conscientiousness, he could see no farther than the prerogatives of the crown. If he had but been able to look to a distance, and see how what they call the spirit of the age was tending! Still, I like Charles—I respect him—I pity him, poor murdered king! Yes, his enemies were the worst: they shed blood they had no right to shed. How dared they kill him!",Helen Burns
6,chapter_all_gpt-4o-mini_individual,38,"And when Miss Temple teaches you, do your thoughts wander then?",Helen Burns
6,chapter_all_gpt-4o-mini_individual,39,"No, certainly, not often; because Miss Temple has generally something to say which is newer than my own reflections; her language is singularly agreeable to me, and the information she communicates is often just what I wished to gain.",Helen Burns
6,chapter_all_gpt-4o-mini_individual,40,"Well, then, with Miss Temple you are good?",Jane
6,chapter_all_gpt-4o-mini_individual,41,"Yes, in a passive way: I make no effort; I follow as inclination guides me. There is no merit in such goodness.",Helen Burns
6,chapter_all_gpt-4o-mini_individual,42,"A great deal: you are good to those who are good to you. It is all I ever desire to be. If people were always kind and obedient to those who are cruel and unjust, the wicked people would have it all their own way: they would never feel afraid, and so they would never alter, but would grow worse and worse. When we are struck at without a reason, we should strike back again very hard; I am sure we should—so hard as to teach the person who struck us never to do it again.",Jane
6,chapter_all_gpt-4o-mini_individual,43,"You will change your mind, I hope, when you grow older: as yet you are but a little untaught girl.",Helen Burns
6,chapter_all_gpt-4o-mini_individual,44,"But I feel this, Helen; I must dislike those who, whatever I do to please them, persist in disliking me; I must resist those who punish me unjustly. It is as natural as that I should love those who show me affection, or submit to punishment when I feel it is deserved.",Jane
6,chapter_all_gpt-4o-mini_individual,45,"Heathens and savage tribes hold that doctrine, but Christians and civilised nations disown it.",Helen Burns
6,chapter_all_gpt-4o-mini_individual,46,How? I don’t understand.,Jane
6,chapter_all_gpt-4o-mini_individual,47,It is not violence that best overcomes hate—nor vengeance that most certainly heals injury.,Helen Burns
6,chapter_all_gpt-4o-mini_individual,48,What then?,Helen Burns
6,chapter_all_gpt-4o-mini_individual,49,"Read the New Testament, and observe what Christ says, and how He acts; make His word your rule, and His conduct your example.",Helen Burns
6,chapter_all_gpt-4o-mini_individual,50,What does He say?,Helen Burns
6,chapter_all_gpt-4o-mini_individual,51,Love your enemies; bless them that curse you; do good to them that hate you and despitefully use you.,Helen Burns
6,chapter_all_gpt-4o-mini_individual,52,"Then I should love Mrs. Reed, which I cannot do; I should bless her son John, which is impossible.",Jane
6,chapter_all_gpt-4o-mini_individual,53,"Well,",Helen Burns
6,chapter_all_gpt-4o-mini_individual,54,"is not Mrs. Reed a hard-hearted, bad woman?",Jane
